timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
1.600;f_11.75;10.11;0.00;1.19
1.600;f_3.82;4.71;0.03;27.81
1.600;f_10.81;-15.94;0.23;-68.98
1.600;f_10.78;62.07;-0.02;7.23
1.600;f_11.79;59.46;-0.03;2.61
1.600;f_1.80;81.37;0.00;12.38
1.600;f_11.82;-20.43;-0.27;-67.56
1.600;f_10.77;52.11;-0.01;11.58
1.600;f_12.81;9.51;-0.05;-27.76
1.600;f_10.83;-93.17;0.01;-28.54
1.600;f_11.77;36.74;0.00;5.55
1.600;f_12.78;-82.31;0.06;-11.84
1.600;f_12.77;-82.42;0.18;-36.05
1.600;f_10.80;-9.29;-0.04;-71.75
1.600;f_11.78;49.58;0.00;4.97
1.600;f_10.76;39.32;0.00;11.98
1.600;f_11.76;24.17;0.00;5.42
1.600;f_11.80;-7.40;0.00;-65.46
1.600;f_3.81;4.87;-0.01;20.73
1.700;f_0.0;-8.48;-0.04;-8.38
1.700;f_12.82;12.70;0.19;-42.95
1.700;f_10.79;69.89;-0.07;8.81
1.700;f_1.79;60.59;0.04;9.38
1.700;f_11.81;-8.50;0.02;-68.70
1.700;f_12.80;9.54;-0.03;-21.53
1.700;f_10.71;15.09;0.00;50.52
1.700;f_10.73;15.66;0.03;32.21
1.700;f_10.74;16.05;0.01;16.21
1.700;f_10.75;26.29;0.00;11.84
1.700;f_12.79;8.88;0.38;-13.04
1.700;f_3.83;3.05;-0.01;56.08
1.700;f_10.82;-49.63;0.00;-70.77
1.700;f_11.83;-69.46;0.00;-72.74
1.700;f_12.83;16.79;-0.21;-44.80
1.700;f_11.73;7.43;-0.12;-40.64
1.700;f_11.74;6.80;0.00;-14.15
1.700;f_11.75;9.54;0.00;0.41
1.700;f_3.82;4.74;0.02;27.59
1.700;f_10.81;-15.60;0.23;-69.28
1.700;f_10.78;61.48;-0.04;7.20
1.700;f_11.79;59.00;-0.03;2.91
1.700;f_1.80;81.31;0.00;12.38
1.700;f_11.82;-19.91;-0.27;-67.63
1.700;f_10.77;51.42;-0.01;11.63
1.700;f_12.81;9.47;-0.05;-27.54
1.700;f_10.83;-93.17;0.01;-29.40
1.700;f_11.77;36.18;0.00;5.54
1.700;f_12.78;-82.75;0.05;-12.56
1.700;f_12.77;-82.85;0.17;-37.53
1.700;f_10.80;-8.96;-0.03;-71.75
1.700;f_11.78;48.92;0.00;5.03
1.700;f_10.76;38.66;0.00;11.97
1.700;f_11.76;23.70;0.00;5.42
1.700;f_11.80;-7.26;0.00;-65.45
1.700;f_3.81;4.89;-0.01;20.49
1.800;f_0.0;-8.48;-0.04;-8.38
1.800;f_12.82;12.53;0.17;-42.71
1.800;f_10.79;69.71;-0.06;9.14
1.800;f_1.79;59.74;0.03;9.31
1.800;f_11.81;-8.25;0.01;-68.68
1.800;f_12.80;9.50;-0.03;-21.22
1.800;f_10.71;15.02;0.00;51.74
1.800;f_10.73;15.55;0.03;33.19
1.800;f_10.74;16.11;0.01;16.97
1.800;f_10.75;25.63;0.00;11.84
1.800;f_12.79;8.88;0.34;-12.85
1.800;f_3.83;3.17;-0.01;55.22
1.800;f_10.82;-48.36;0.00;-70.91
1.800;f_11.83;-69.23;0.00;-72.74
1.800;f_12.83;16.73;-0.19;-44.80
1.800;f_11.73;7.40;-0.11;-42.46
1.800;f_11.74;6.72;0.00;-15.04
1.800;f_11.75;9.16;0.00;-0.52
1.800;f_3.82;4.77;0.02;27.40
1.800;f_10.81;-15.35;0.21;-69.53
1.800;f_10.78;60.91;-0.06;7.16
1.800;f_11.79;58.55;-0.03;3.18
1.800;f_1.80;81.21;0.00;12.38
1.800;f_11.82;-19.36;-0.25;-67.73
1.800;f_10.77;50.73;-0.01;11.67
1.800;f_12.81;9.44;-0.04;-27.34
1.800;f_10.83;-93.18;0.01;-30.29
1.800;f_11.77;35.65;0.00;5.54
1.800;f_12.78;-83.13;0.05;-13.33
1.800;f_12.77;-83.25;0.15;-39.03
1.800;f_10.80;-8.66;-0.03;-71.75
1.800;f_11.78;48.30;0.00;5.09
1.800;f_10.76;38.02;0.00;11.96
1.800;f_11.76;23.28;0.00;5.42
1.800;f_11.80;-7.14;0.00;-65.44
1.800;f_3.81;4.91;-0.01;20.28
1.900;f_0.0;-8.48;-0.04;-8.38
1.900;f_12.82;12.36;0.16;-42.45
1.900;f_10.79;69.49;-0.05;9.44
1.900;f_1.79;58.86;0.02;9.21
1.900;f_11.81;-8.02;0.01;-68.67
1.900;f_12.80;9.46;-0.03;-20.93
1.900;f_10.71;14.95;0.00;52.97
1.900;f_10.73;15.45;0.03;34.20
1.900;f_10.74;16.14;0.01;17.66
1.900;f_10.75;25.02;0.00;11.83
1.900;f_12.79;8.88;0.31;-12.68
1.900;f_3.83;3.29;-0.01;54.34
1.900;f_10.82;-47.13;0.00;-71.03
1.900;f_11.83;-68.97;0.00;-72.74
1.900;f_12.83;16.68;-0.17;-44.79
1.900;f_11.73;7.37;-0.10;-44.25
1.900;f_11.74;6.65;0.00;-15.96
1.900;f_11.75;8.80;0.00;-1.42
1.900;f_3.82;4.80;0.02;27.23
1.900;f_10.81;-15.11;0.19;-69.75
1.900;f_10.78;60.35;-0.09;7.09
1.900;f_11.79;58.10;-0.03;3.42
1.900;f_1.80;81.10;0.00;12.38
1.900;f_11.82;-18.86;-0.24;-67.81
1.900;f_10.77;50.07;-0.01;11.70
1.900;f_12.81;9.41;-0.04;-27.16
1.900;f_10.83;-93.19;0.01;-31.19
1.900;f_11.77;35.15;0.00;5.53
1.900;f_12.78;-83.48;0.04;-14.12
1.900;f_12.77;-83.60;0.14;-40.54
1.900;f_10.80;-8.39;-0.03;-71.75
1.900;f_11.78;47.70;0.00;5.14
1.900;f_10.76;37.39;0.00;11.96
1.900;f_11.76;22.92;0.00;5.41
1.900;f_11.80;-7.02;0.00;-65.43
1.900;f_3.81;4.93;-0.01;20.09
2.000;f_0.0;-8.48;-0.04;-8.38
2.000;f_12.82;12.19;0.14;-42.16
2.000;f_10.79;69.25;-0.05;9.71
2.000;f_1.79;57.95;0.00;9.07
2.000;f_11.81;-7.82;0.01;-68.66
2.000;f_12.80;9.42;-0.03;-20.67
2.000;f_10.71;14.89;0.00;54.18
2.000;f_10.73;15.36;0.02;35.22
2.000;f_10.74;16.18;0.01;18.28
2.000;f_10.75;24.46;0.00;11.83
2.000;f_12.79;8.88;0.28;-12.53
2.000;f_3.83;3.41;-0.01;53.44
2.000;f_10.82;-45.93;0.00;-71.14
2.000;f_11.83;-68.69;0.00;-72.73
2.000;f_12.83;16.64;-0.16;-44.79
2.000;f_11.73;7.35;-0.09;-46.01
2.000;f_11.74;6.60;0.00;-16.90
2.000;f_11.75;8.45;0.00;-2.26
2.000;f_3.82;4.83;0.02;27.07
2.000;f_10.81;-14.91;0.17;-69.95
2.000;f_10.78;59.81;-0.12;6.99
2.000;f_11.79;57.65;-0.02;3.64
2.000;f_1.80;80.96;0.00;12.38
2.000;f_11.82;-18.38;-0.21;-67.90
2.000;f_10.77;49.42;-0.01;11.73
2.000;f_12.81;9.38;-0.04;-26.99
2.000;f_10.83;-93.19;0.01;-32.11
2.000;f_11.77;34.68;0.00;5.53
2.000;f_12.78;-83.79;0.04;-14.96
2.000;f_12.77;-83.92;0.12;-42.06
2.000;f_10.80;-8.14;-0.03;-71.74
2.000;f_11.78;47.13;0.00;5.18
2.000;f_10.76;36.81;0.00;11.95
2.000;f_11.76;22.61;0.00;5.41
2.000;f_11.80;-6.92;0.00;-65.42
2.000;f_3.81;4.95;-0.01;19.92
2.100;f_0.0;-8.48;-0.04;-8.38
2.100;f_12.82;12.02;0.13;-41.85
2.100;f_10.79;68.99;-0.04;9.95
2.100;f_1.79;57.01;-0.03;8.87
2.100;f_11.81;-7.63;0.01;-68.64
2.100;f_12.80;9.39;-0.02;-20.44
2.100;f_10.71;14.84;0.00;55.40
2.100;f_10.73;15.27;0.02;36.28
2.100;f_10.74;16.22;0.01;18.88
2.100;f_10.75;23.95;0.00;11.82
2.100;f_12.79;8.88;0.25;-12.39
2.100;f_3.83;3.52;-0.01;52.52
2.100;f_10.82;-44.77;0.00;-71.24
2.100;f_11.83;-68.39;0.00;-72.73
2.100;f_12.83;16.60;-0.14;-44.79
2.100;f_11.73;7.33;-0.08;-47.76
2.100;f_11.74;6.55;0.00;-17.87
2.100;f_11.75;8.10;0.00;-3.09
2.100;f_3.82;4.85;0.02;26.93
2.100;f_10.81;-14.73;0.16;-70.13
2.100;f_10.78;59.31;-0.16;6.86
2.100;f_11.79;57.22;-0.02;3.84
2.100;f_1.80;80.80;0.00;12.38
2.100;f_11.82;-17.94;-0.19;-67.98
2.100;f_10.77;48.80;-0.01;11.76
2.100;f_12.81;9.36;-0.03;-26.84
2.100;f_10.83;-93.20;0.01;-33.06
2.100;f_11.77;34.23;0.00;5.52
2.100;f_12.78;-84.07;0.04;-15.82
2.100;f_12.77;-84.22;0.11;-43.60
2.100;f_10.80;-7.92;-0.02;-71.74
2.100;f_11.78;46.59;0.00;5.22
2.100;f_10.76;36.26;0.00;11.95
2.100;f_11.76;22.35;0.00;5.41
2.100;f_11.80;-6.82;0.00;-65.41
2.100;f_3.81;4.96;-0.01;19.76
2.200;f_0.0;-8.48;-0.04;-8.38
2.200;f_12.82;11.85;0.11;-41.51
2.200;f_10.79;68.71;-0.04;10.17
2.200;f_1.79;56.05;-0.07;8.62
2.200;f_11.81;-7.47;0.01;-68.63
2.200;f_12.80;9.35;-0.02;-20.23
2.200;f_10.71;14.79;0.00;56.61
2.200;f_10.73;15.20;0.02;37.35
2.200;f_10.74;16.25;0.01;19.49
2.200;f_10.75;23.50;0.00;11.82
2.200;f_12.79;8.87;0.23;-12.26
2.200;f_3.83;3.63;-0.01;51.59
2.200;f_10.82;-43.64;0.00;-71.33
2.200;f_11.83;-68.06;0.00;-72.72
2.200;f_12.83;16.56;-0.13;-44.78
2.200;f_11.74;6.51;0.00;-18.86
2.200;f_11.75;7.66;0.00;-3.86
2.200;f_3.82;4.87;0.01;26.80
2.200;f_10.81;-14.57;0.14;-70.30
2.200;f_10.78;58.83;-0.18;6.68
2.200;f_11.79;56.79;-0.02;4.02
2.200;f_1.80;80.62;0.00;12.38
2.200;f_11.82;-17.53;-0.17;-68.04
2.200;f_10.77;48.21;-0.01;11.78
2.200;f_12.81;9.35;-0.03;-26.71
2.200;f_10.83;-93.21;0.01;-34.03
2.200;f_11.77;33.81;0.00;5.52
2.200;f_12.78;-84.33;0.03;-16.72
2.200;f_12.77;-84.48;0.10;-45.16
2.200;f_10.80;-7.72;-0.02;-71.74
2.200;f_11.78;46.07;0.00;5.26
2.200;f_10.76;35.73;0.00;11.94
2.200;f_11.76;22.14;0.00;5.41
2.200;f_11.80;-6.74;0.00;-65.40
2.200;f_3.81;4.98;-0.01;19.62
2.300;f_0.0;-8.48;-0.04;-8.38
2.300;f_12.82;11.68;0.10;-41.15
2.300;f_10.79;68.41;-0.04;10.37
2.300;f_1.79;55.07;-0.10;8.36
2.300;f_11.81;-7.31;0.01;-68.62
2.300;f_12.80;9.33;-0.02;-20.04
2.300;f_10.71;14.75;0.00;57.82
2.300;f_10.73;15.13;0.02;38.45
2.300;f_10.74;16.28;0.01;20.10
2.300;f_10.75;23.10;0.00;11.81
2.300;f_12.79;8.87;0.21;-12.14
2.300;f_3.83;3.74;0.00;50.65
2.300;f_10.82;-42.55;0.00;-71.41
2.300;f_11.83;-67.73;0.00;-72.72
2.300;f_12.83;16.53;-0.12;-44.78
2.300;f_11.74;6.48;0.00;-19.88
2.300;f_11.75;7.16;0.00;-4.56
2.300;f_3.82;4.89;0.01;26.68
2.300;f_10.81;-14.42;0.13;-70.45
2.300;f_10.78;58.35;-0.21;6.53
2.300;f_11.79;56.36;-0.02;4.18
2.300;f_1.80;80.42;0.00;12.37
2.300;f_11.82;-17.16;-0.16;-68.09
2.300;f_10.77;47.63;-0.01;11.80
2.300;f_12.81;9.33;-0.03;-26.59
2.300;f_10.83;-93.21;0.00;-35.03
2.300;f_11.77;33.42;0.00;5.52
2.300;f_12.78;-84.56;0.03;-17.65
2.300;f_12.77;-84.72;0.09;-46.73
2.300;f_10.80;-7.54;-0.02;-71.74
2.300;f_11.78;45.57;0.00;5.29
2.300;f_10.76;35.24;0.00;11.93
2.300;f_11.76;21.98;0.00;5.40
2.300;f_11.80;-6.66;0.00;-65.40
2.300;f_3.81;4.99;0.00;19.49
2.400;f_0.0;-8.48;-0.04;-8.38
2.400;f_12.82;11.51;0.09;-40.76
2.400;f_10.79;68.10;-0.03;10.55
2.400;f_1.79;54.05;-0.10;8.22
2.400;f_11.81;-7.18;0.01;-68.62
2.400;f_12.80;9.30;-0.02;-19.87
2.400;f_10.71;14.70;0.00;59.03
2.400;f_10.73;15.07;0.02;39.58
2.400;f_10.74;16.20;0.01;20.71
2.400;f_10.75;22.74;0.00;11.81
2.400;f_12.79;8.87;0.19;-12.04
2.400;f_3.83;3.85;0.00;49.74
2.400;f_10.82;-41.49;0.00;-71.48
2.400;f_11.83;-67.38;0.00;-72.71
2.400;f_12.83;16.50;-0.10;-44.78
2.400;f_11.74;6.45;0.00;-20.91
2.400;f_11.75;6.97;0.00;-5.36
2.400;f_3.82;4.90;0.01;26.58
2.400;f_10.81;-14.28;0.11;-70.58
2.400;f_10.78;57.89;-0.22;6.42
2.400;f_11.79;55.94;-0.02;4.33
2.400;f_1.80;80.21;0.00;12.37
2.400;f_11.82;-16.81;-0.14;-68.11
2.400;f_10.77;47.08;-0.01;11.82
2.400;f_12.81;9.32;-0.02;-26.47
2.400;f_10.83;-93.22;0.00;-36.05
2.400;f_11.77;33.06;0.00;5.51
2.400;f_12.78;-84.77;0.03;-18.62
2.400;f_12.77;-84.94;0.08;-48.29
2.400;f_10.80;-7.38;-0.02;-71.74
2.400;f_11.78;45.09;0.00;5.32
2.400;f_10.76;34.77;0.00;11.93
2.400;f_11.76;21.86;0.00;5.40
2.400;f_11.80;-6.59;0.00;-65.39
2.400;f_3.81;5.00;0.00;19.38
2.500;f_0.0;-8.48;-0.04;-8.38
2.500;f_12.82;11.35;0.08;-40.34
2.500;f_10.79;67.79;-0.03;10.71
2.500;f_1.79;52.92;-0.07;8.13
2.500;f_11.81;-7.05;0.01;-68.61
2.500;f_12.80;9.28;-0.02;-19.71
2.500;f_10.71;14.66;0.00;60.24
2.500;f_10.73;15.01;0.01;40.71
2.500;f_10.74;16.02;0.01;21.33
2.500;f_10.75;22.44;0.00;11.81
2.500;f_12.79;8.87;0.17;-11.95
2.500;f_3.83;3.95;0.00;48.86
2.500;f_10.82;-40.47;0.00;-71.54
2.500;f_11.83;-67.00;0.00;-72.71
2.500;f_12.83;16.47;-0.09;-44.77
2.500;f_11.74;6.44;0.00;-21.97
2.500;f_11.75;6.97;0.00;-6.28
2.500;f_3.82;4.92;0.01;26.49
2.500;f_10.81;-14.16;0.10;-70.70
2.500;f_10.78;57.48;-0.26;6.72
2.500;f_11.79;55.57;-0.03;4.51
2.500;f_1.80;79.97;0.00;12.36
2.500;f_11.82;-16.49;-0.13;-68.11
2.500;f_10.77;46.55;-0.01;11.84
2.500;f_12.81;9.31;-0.02;-26.37
2.500;f_10.83;-93.23;0.00;-37.08
2.500;f_11.77;32.73;0.00;5.51
2.500;f_12.78;-84.96;0.02;-19.62
2.500;f_12.77;-85.14;0.07;-49.85
2.500;f_10.80;-7.23;-0.02;-71.74
2.500;f_11.78;44.64;0.00;5.34
2.500;f_10.76;34.33;0.00;11.93
2.500;f_11.76;21.80;0.00;5.40
2.500;f_11.80;-6.53;0.00;-65.39
2.500;f_3.81;5.01;0.00;19.27
2.600;f_0.0;-8.48;-0.04;-8.38
2.600;f_12.82;11.23;0.08;-39.90
2.600;f_10.79;67.46;-0.03;10.85
2.600;f_1.79;51.87;-0.06;8.20
2.600;f_11.81;-6.94;0.01;-68.60
2.600;f_12.80;9.26;-0.01;-19.57
2.600;f_10.71;14.63;0.00;61.43
2.600;f_10.73;14.95;0.01;41.84
2.600;f_10.74;15.86;0.01;21.96
2.600;f_10.75;22.18;0.00;11.81
2.600;f_12.79;8.87;0.15;-11.86
2.600;f_3.83;4.05;0.00;48.03
2.600;f_10.82;-39.49;0.00;-71.60
2.600;f_11.83;-66.62;0.00;-72.70
2.600;f_12.83;16.45;-0.09;-44.77
2.600;f_11.74;6.42;0.00;-23.02
2.600;f_11.75;6.97;0.00;-7.08
2.600;f_3.82;4.93;0.01;26.40
2.600;f_10.81;-14.05;0.09;-70.81
2.600;f_10.78;57.02;-0.24;7.24
2.600;f_11.79;55.17;-0.02;4.63
2.600;f_1.80;79.72;0.00;12.34
2.600;f_11.82;-16.20;-0.12;-68.10
2.600;f_10.77;46.05;0.00;11.85
2.600;f_12.81;9.30;-0.02;-26.28
2.600;f_10.83;-93.23;0.00;-38.12
2.600;f_11.77;32.42;0.00;5.51
2.600;f_12.78;-85.14;0.02;-20.63
2.600;f_12.77;-85.32;0.07;-51.37
2.600;f_10.80;-7.10;-0.01;-71.74
2.600;f_11.78;44.20;0.00;5.36
2.600;f_10.76;33.92;0.00;11.92
2.600;f_11.76;21.77;0.00;5.40
2.600;f_11.80;-6.47;0.00;-65.38
2.600;f_3.81;5.02;0.00;19.18
2.700;f_0.0;-8.48;-0.04;-8.38
2.700;f_12.82;11.18;0.07;-39.42
2.700;f_10.79;67.13;-0.02;10.98
2.700;f_1.79;50.78;-0.06;8.25
2.700;f_11.81;-6.84;0.01;-68.60
2.700;f_12.80;9.24;-0.01;-19.44
2.700;f_10.71;14.59;0.00;62.63
2.700;f_10.73;14.90;0.01;43.01
2.700;f_10.74;15.74;0.00;22.64
2.700;f_10.75;21.97;0.00;11.80
2.700;f_12.79;8.87;0.14;-11.79
2.700;f_3.83;4.15;0.00;47.22
2.700;f_10.82;-38.52;0.00;-71.65
2.700;f_11.83;-66.21;0.00;-72.69
2.700;f_12.83;16.43;-0.08;-44.77
2.700;f_11.74;6.41;0.00;-24.11
2.700;f_11.75;6.96;0.00;-8.05
2.700;f_3.82;4.94;0.01;26.32
2.700;f_10.81;-13.95;0.08;-70.91
2.700;f_10.78;56.58;-0.21;7.71
2.700;f_11.79;54.76;-0.02;4.73
2.700;f_1.80;79.44;0.00;12.31
2.700;f_11.82;-15.92;-0.11;-68.08
2.700;f_10.77;45.57;0.00;11.87
2.700;f_12.81;9.29;-0.02;-26.20
2.700;f_10.83;-93.24;0.00;-39.20
2.700;f_11.77;32.12;0.00;5.50
2.700;f_12.78;-85.30;0.02;-21.69
2.700;f_12.77;-85.49;0.06;-52.92
2.700;f_10.80;-6.98;-0.01;-71.74
2.700;f_11.78;43.78;0.00;5.38
2.700;f_10.76;33.52;0.00;11.92
2.700;f_11.76;21.75;0.00;5.40
2.700;f_11.80;-6.42;0.00;-65.38
2.700;f_3.81;5.03;0.00;19.09
2.800;f_0.0;-8.48;-0.04;-8.38
2.800;f_12.82;11.14;0.06;-38.96
2.800;f_10.79;66.80;-0.02;11.10
2.800;f_1.79;49.71;-0.05;8.30
2.800;f_11.81;-6.75;0.00;-68.59
2.800;f_12.80;9.22;-0.01;-19.33
2.800;f_10.71;14.56;0.00;63.81
2.800;f_10.73;14.86;0.01;44.18
2.800;f_10.74;15.63;0.00;23.32
2.800;f_10.75;21.80;0.00;11.80
2.800;f_12.79;8.87;0.12;-11.72
2.800;f_3.83;4.24;0.00;46.45
2.800;f_10.82;-37.61;0.00;-71.69
2.800;f_11.83;-65.80;0.00;-72.69
2.800;f_12.83;16.41;-0.07;-44.77
2.800;f_11.74;6.41;0.00;-25.19
2.800;f_11.75;6.93;0.00;-9.04
2.800;f_3.82;4.95;0.01;26.25
2.800;f_10.81;-13.86;0.08;-71.00
2.800;f_10.78;56.14;-0.19;8.13
2.800;f_11.79;54.37;-0.02;4.82
2.800;f_1.80;79.14;0.00;12.27
2.800;f_11.82;-15.67;-0.10;-68.04
2.800;f_10.77;45.10;0.00;11.88
2.800;f_12.81;9.28;-0.02;-26.12
2.800;f_10.83;-93.25;0.00;-40.28
2.800;f_11.77;31.85;0.00;5.50
2.800;f_12.78;-85.44;0.02;-22.75
2.800;f_12.77;-85.64;0.05;-54.45
2.800;f_10.80;-6.87;-0.01;-71.74
2.800;f_11.78;43.38;0.00;5.40
2.800;f_10.76;33.16;0.00;11.91
2.800;f_11.76;21.74;0.00;5.40
2.800;f_11.80;-6.38;0.00;-65.37
2.800;f_3.81;5.04;0.00;19.02
2.900;f_0.0;-8.48;-0.04;-8.38
2.900;f_12.82;11.10;0.06;-38.54
2.900;f_10.79;66.45;-0.02;11.21
2.900;f_1.79;48.63;-0.04;8.35
2.900;f_11.81;-6.67;0.00;-68.58
2.900;f_12.80;9.21;-0.01;-19.23
2.900;f_10.71;14.53;0.00;64.99
2.900;f_10.73;14.81;0.01;45.36
2.900;f_10.74;15.54;0.00;24.03
2.900;f_10.75;21.68;0.00;11.80
2.900;f_12.79;8.87;0.11;-11.66
2.900;f_3.83;4.33;0.00;45.71
2.900;f_10.82;-36.73;0.00;-71.73
2.900;f_11.83;-65.37;0.00;-72.68
2.900;f_12.83;16.39;-0.06;-44.76
2.900;f_11.74;6.40;0.00;-26.29
2.900;f_11.75;6.73;0.00;-9.83
2.900;f_3.82;4.96;0.01;26.19
2.900;f_10.81;-13.78;0.07;-71.09
2.900;f_10.78;55.71;-0.18;8.51
2.900;f_11.79;53.99;-0.02;4.90
2.900;f_1.80;78.82;0.00;12.22
2.900;f_11.82;-15.44;-0.09;-68.00
2.900;f_10.77;44.66;0.00;11.89
2.900;f_12.81;9.28;-0.01;-26.06
2.900;f_10.83;-93.26;0.00;-41.38
2.900;f_11.77;31.60;0.00;5.50
2.900;f_12.78;-85.57;0.02;-23.84
2.900;f_10.80;-6.77;-0.01;-71.74
2.900;f_11.78;42.99;0.00;5.42
2.900;f_10.76;32.81;0.00;11.91
2.900;f_11.76;21.72;0.00;5.40
2.900;f_11.80;-6.33;0.00;-65.37
2.900;f_3.81;5.05;0.00;18.95
3.000;f_0.0;-8.48;-0.04;-8.38
3.000;f_12.82;11.07;0.05;-38.13
3.000;f_10.79;66.10;-0.02;11.30
3.000;f_1.79;47.50;-0.04;8.38
3.000;f_11.81;-6.59;0.00;-68.58
3.000;f_12.80;9.19;-0.01;-19.13
3.000;f_10.71;14.51;0.00;66.20
3.000;f_10.73;14.78;0.01;46.57
3.000;f_10.74;15.45;0.00;24.79
3.000;f_10.75;21.61;0.00;11.80
3.000;f_12.79;8.87;0.10;-11.60
3.000;f_3.83;4.43;0.00;44.99
3.000;f_10.82;-35.86;0.00;-71.77
3.000;f_11.83;-64.91;0.00;-72.65
3.000;f_12.83;16.37;-0.06;-44.76
3.000;f_11.74;6.41;0.00;-27.42
3.000;f_11.75;6.53;0.00;-10.63
3.000;f_3.82;4.97;0.01;26.13
3.000;f_10.81;-13.71;0.06;-71.16
3.000;f_10.78;55.29;-0.16;8.85
3.000;f_11.79;53.61;-0.02;4.98
3.000;f_1.80;78.48;0.00;12.14
3.000;f_11.82;-15.23;-0.08;-67.93
3.000;f_10.77;44.22;0.00;11.90
3.000;f_12.81;9.27;-0.01;-26.00
3.000;f_10.83;-93.26;0.00;-42.53
3.000;f_11.77;31.36;0.00;5.50
3.000;f_12.78;-85.69;0.01;-24.99
3.000;f_10.80;-6.68;-0.01;-71.74
3.000;f_11.78;42.62;0.00;5.43
3.000;f_10.76;32.49;0.00;11.91
3.000;f_11.76;21.71;0.00;5.40
3.000;f_11.80;-6.30;0.00;-65.37
3.000;f_3.81;5.05;0.00;18.88
3.100;f_0.0;-8.48;-0.04;-8.38
3.100;f_12.82;11.03;0.05;-37.75
3.100;f_10.79;65.75;-0.02;11.39
3.100;f_1.79;46.39;-0.04;8.42
3.100;f_11.81;-6.53;0.00;-68.58
3.100;f_12.80;9.18;-0.01;-19.05
3.100;f_10.71;14.48;0.00;67.38
3.100;f_10.73;14.74;0.01;47.76
3.100;f_10.74;15.37;0.00;25.55
3.100;f_10.75;21.58;0.00;11.80
3.100;f_12.79;8.87;0.09;-11.55
3.100;f_3.83;4.52;0.00;44.30
3.100;f_10.82;-35.04;0.00;-71.79
3.100;f_11.83;-64.44;0.00;-72.61
3.100;f_12.83;16.36;-0.05;-44.76
3.100;f_11.74;6.41;0.00;-28.52
3.100;f_11.75;6.36;0.00;-11.43
3.100;f_3.82;4.98;0.01;26.08
3.100;f_10.81;-13.64;0.06;-71.23
3.100;f_10.78;54.88;-0.14;9.16
3.100;f_11.79;53.25;-0.01;5.04
3.100;f_1.80;78.12;0.00;12.06
3.100;f_11.82;-15.03;-0.07;-67.86
3.100;f_10.77;43.81;0.00;11.90
3.100;f_12.81;9.27;-0.01;-25.94
3.100;f_10.83;-93.27;0.00;-43.68
3.100;f_11.77;31.14;0.00;5.49
3.100;f_12.78;-85.80;0.01;-26.13
3.100;f_10.80;-6.60;-0.01;-71.74
3.100;f_11.78;42.27;0.00;5.45
3.100;f_10.76;32.19;0.00;11.90
3.100;f_11.76;21.70;0.00;5.40
3.100;f_11.80;-6.26;0.00;-65.36
3.100;f_3.81;5.06;0.00;18.83
3.200;f_0.0;-8.48;-0.04;-8.38
3.200;f_12.82;10.99;0.04;-37.39
3.200;f_10.79;65.40;-0.01;11.47
3.200;f_1.79;45.26;-0.03;8.45
3.200;f_11.81;-6.46;0.00;-68.57
3.200;f_12.80;9.17;-0.01;-18.97
3.200;f_10.71;14.46;0.00;68.56
3.200;f_10.73;14.70;0.01;48.94
3.200;f_10.74;15.29;0.00;26.34
3.200;f_10.75;21.58;0.00;11.80
3.200;f_12.79;8.86;0.08;-11.50
3.200;f_3.83;4.61;0.00;43.64
3.200;f_10.82;-34.24;0.00;-71.82
3.200;f_11.83;-63.95;0.00;-72.56
3.200;f_12.83;16.33;-0.05;-44.76
3.200;f_11.74;6.42;0.00;-29.63
3.200;f_11.75;6.23;0.00;-12.25
3.200;f_3.82;4.99;0.01;26.04
3.200;f_10.81;-13.58;0.05;-71.28
3.200;f_10.78;54.47;-0.13;9.44
3.200;f_11.79;52.88;-0.01;5.10
3.200;f_1.80;77.75;0.00;11.97
3.200;f_11.82;-14.85;-0.06;-67.78
3.200;f_10.77;43.41;0.00;11.91
3.200;f_12.81;9.27;-0.01;-25.89
3.200;f_10.83;-93.28;0.00;-44.86
3.200;f_11.77;30.94;0.00;5.49
3.200;f_12.78;-85.90;0.01;-27.30
3.200;f_10.80;-6.53;-0.01;-71.74
3.200;f_11.78;41.93;0.00;5.46
3.200;f_10.76;31.91;0.00;11.90
3.200;f_11.76;21.69;0.00;5.40
3.200;f_11.80;-6.23;0.00;-65.36
3.200;f_3.81;5.06;0.00;18.77
3.300;f_0.0;-8.48;-0.04;-8.38
3.300;f_12.82;10.94;0.04;-37.06
3.300;f_10.79;65.04;-0.01;11.54
3.300;f_1.79;44.08;-0.03;8.47
3.300;f_11.81;-6.41;0.00;-68.57
3.300;f_12.80;9.16;-0.01;-18.90
3.300;f_10.71;14.44;0.00;69.77
3.300;f_10.73;14.67;0.01;50.15
3.300;f_10.74;15.22;0.00;27.17
3.300;f_10.75;21.57;0.00;11.80
3.300;f_12.79;8.86;0.08;-11.46
3.300;f_3.83;4.71;0.00;43.00
3.300;f_10.82;-33.47;0.00;-71.84
3.300;f_11.83;-63.44;0.00;-72.50
3.300;f_12.83;16.29;-0.04;-44.76
3.300;f_11.74;6.43;0.00;-30.76
3.300;f_11.75;6.14;0.00;-13.11
3.300;f_3.82;4.99;0.00;25.99
3.300;f_10.81;-13.53;0.05;-71.34
3.300;f_10.78;54.07;-0.12;9.70
3.300;f_11.79;52.52;-0.01;5.16
3.300;f_1.80;77.35;0.00;11.85
3.300;f_11.82;-14.69;-0.06;-67.68
